category,simple_explanation,source
Vendor Lock-in,The Trap: When it's too expensive or difficult to switch from one cloud provider to another.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Open Weights,The Shared Brain: When a company releases the model's weights but not the training data or code.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Closed Source,The Black Box: Proprietary software where the code is kept secret.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Runway,The Countdown: How many months a startup has left before it runs out of cash.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Burn Rate,The Spending Speed: How much money a startup spends per month.,https://www.techtarget.com/whatis/glossary/Artificial-Intelligence
Q-Table,The Cheat Sheet: A lookup table where the AI writes down the score for every possible move in every situation.,https://developers.google.com/machine-learning/glossary
Discount Factor (Gamma),The Patience Score: A number that determines if the AI cares more about immediate rewards or long-term goals.,https://developers.google.com/machine-learning/glossary
Exploration Rate (Epsilon),The Curiosity Dial: How often the AI tries a random move instead of the one it thinks is best.,https://developers.google.com/machine-learning/glossary
PPO (Proximal Policy Optimization),"The Cautious Learner: A training method that prevents the AI from making drastic, risky changes to its behavior.",https://developers.google.com/machine-learning/glossary
Experience Replay,The Memory Bank: Saving past games and re-watching them later to learn from mistakes.,https://developers.google.com/machine-learning/glossary
Reward Hacking,The Loophole Finder: When an AI finds a way to get a high score without actually doing the task properly.,https://developers.google.com/machine-learning/glossary
Word2Vec,The Word Mapper: An early technique to turn words into numbers based on which words appear next to them.,https://developers.google.com/machine-learning/glossary
GloVe,The Global Counter: A method for understanding word meaning by counting how often words appear together in the whole library.,https://developers.google.com/machine-learning/glossary
Vanishing Gradient,The Whispering Game: When the error signal gets too small to train the early layers of a deep network.,https://developers.google.com/machine-learning/glossary
Exploding Gradient,The Feedback Loop: When the error signal gets too huge and causes the model to crash.,https://developers.google.com/machine-learning/glossary
AlphaZero,The Self-Taught Master: An AI that learned Chess and Go from scratch just by playing against itself.,https://www.nvidia.com/en-us/glossary/
MuZero,The Rule Breaker: An AI that learns to play games without even being told the rules first.,https://www.nvidia.com/en-us/glossary/
MobileNet,"The Lite Racer: A vision model designed to be super fast and small, perfect for mobile phones.",https://www.nvidia.com/en-us/glossary/
EfficientNet,"The Balanced Scaler: A model architecture that perfectly balances speed, size, and accuracy.",https://www.nvidia.com/en-us/glossary/
ResNeXt,The Wide Shortcut: An upgrade to ResNet that adds more parallel paths for data to flow through.,https://www.nvidia.com/en-us/glossary/
StyleGAN,The Face Maker: A model famous for generating hyper-realistic human faces that don't exist.,https://www.nvidia.com/en-us/glossary/
CycleGAN,The Style Swapper: Turning horses into zebras (and back) without needing matched pairs of photos.,https://www.nvidia.com/en-us/glossary/
Super-Resolution,"The Enhancer: Using AI to turn a blurry, low-res photo into a sharp, high-res one.",https://www.nvidia.com/en-us/glossary/
NeRF (Neural Radiance Fields),The 3D Dreamer: Turning a set of 2D photos into a fully explorable 3D scene.,https://www.nvidia.com/en-us/glossary/
TensorRT,The Speed Tuner: NVIDIA's software that optimizes AI models to run super fast on their GPUs.,https://www.nvidia.com/en-us/glossary/
Jetson,"The AI Computer: A small, powerful computer by NVIDIA made specifically for robots and drones.",https://www.nvidia.com/en-us/glossary/
Sim2Real,The Virtual Graduate: Training a robot in a video game (simulation) and then transferring that brain to a real physical robot.,https://www.nvidia.com/en-us/glossary/
FastText,The Subword Reader: A model that understands words by breaking them into parts (like 'run-ning').,https://huggingface.co/docs/transformers/glossary
ELMo,The Context Switcher: A model that knows that 'bank' means something different in 'river bank' vs 'bank account'.,https://huggingface.co/docs/transformers/glossary
HuggingChat,The Open Assistant: An open-source chatbot alternative to ChatGPT.,https://huggingface.co/docs/transformers/glossary
Cohere,"The Enterprise NLP: A company focused on building safe, private language models for businesses.",https://huggingface.co/docs/transformers/glossary
Character.ai,The Roleplayer: An AI platform designed specifically for chatting with fictional personas.,https://huggingface.co/docs/transformers/glossary
ONNX,The Universal Adaptor: A file format that lets you move AI models between different coding tools.,https://huggingface.co/docs/transformers/glossary
ROS (Robot Operating System),The Robot Brain: The standard software 'plumbing' that lets different robot parts talk to each other.,https://www.mathworks.com/discovery/robotics-glossary.html
Gazebo,The Robot Gym: A 3D simulator where robots can practice moving without breaking anything in the real world.,https://www.mathworks.com/discovery/robotics-glossary.html
MuJoCo,The Physics Engine: A super-accurate physics simulator used to train robots how to walk.,https://www.mathworks.com/discovery/robotics-glossary.html
LIDAR,"The Laser Eye: A sensor that shoots lasers to build a 3D map of the world, used by self-driving cars.",https://www.mathworks.com/discovery/robotics-glossary.html
SLAM,The Map Maker: 'Simultaneous Localization and Mapping' - a robot figuring out where it is while drawing a map at the same time.,https://www.mathworks.com/discovery/robotics-glossary.html
Inverse Kinematics,The Arm Mover: Calculating exactly how to bend each robot joint to get the hand to a specific point.,https://www.mathworks.com/discovery/robotics-glossary.html
Degrees of Freedom,The Flexibility Score: How many different ways a robot joint or arm can move.,https://www.mathworks.com/discovery/robotics-glossary.html
Actuator,The Muscle: The motor or piston that actually moves the robot's parts.,https://www.mathworks.com/discovery/robotics-glossary.html
Monte Carlo Tree Search,The Future Simulator: Simulating thousands of possible future games to decide the best move right now.,https://www.coursera.org/articles/machine-learning-glossary
Curiosity-Driven Learning,"The Explorer: Giving the AI a 'reward' just for seeing something new, encouraging it to explore.",https://www.coursera.org/articles/machine-learning-glossary
Symbol Grounding,The Meaning Anchor: The problem of how an AI connects a word (like 'Apple') to the real-world object.,https://www.coursera.org/articles/machine-learning-glossary
The Frame Problem,The Context Gap: The difficulty AI has in knowing which real-world facts change and which stay the same.,https://www.coursera.org/articles/machine-learning-glossary
Chinese Room Argument,The Understanding Debate: A thought experiment asking if a computer actually 'understands' language or just simulates it.,https://www.coursera.org/articles/machine-learning-glossary
No Free Lunch Theorem,The Trade-off Rule: The mathematical proof that no single algorithm is the best at every possible problem.,https://www.coursera.org/articles/machine-learning-glossary
Concept Drift,The Changing Rules: When the relationship between the data and the answer changes.,https://www.coursera.org/articles/machine-learning-glossary
Feature Store,The Ingredient Pantry: A central place to store cleaned data features so different teams can reuse them.,https://www.coursera.org/articles/machine-learning-glossary
Data Lakehouse,The Hybrid Storage: Combining the best features of a Data Lake (raw files) and a Data Warehouse (structured tables).,https://www.coursera.org/articles/machine-learning-glossary
Dark Data,The Unused Archives: Data that a company collects but never analyzes or uses.,https://www.coursera.org/articles/machine-learning-glossary
Unicorn,The Billion Dollar Baby: A startup that reaches a valuation of $1 billion.,https://www.coursera.org/articles/machine-learning-glossary
Exit Strategy,The Payday: The plan for selling the startup or going public.,https://www.coursera.org/articles/machine-learning-glossary
Bootstrapping,"The Self-Funding: Building a startup using only personal savings and revenue, without investor money.",https://www.coursera.org/articles/machine-learning-glossary
Red Teaming,The Fire Drill: Hiring hackers to attack your AI on purpose to find holes before the bad guys do.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Blue Teaming,The Security Guard: The team responsible for defending the AI against attacks in real-time.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Model Inversion Attack,The Reverse Engineer: A hack that recreates the private faces or data used to train an AI just by asking it questions.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Membership Inference,The Privacy Leak: Figuring out if a specific person's data was used to train a model.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Jailbreak,The Prison Break: Using clever prompts to trick the AI into bypassing its safety filters.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Model Card,The Nutrition Label: A document that lists exactly what ingredients (data) are in the model and its side effects.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
System Card,The Safety Manual: A document describing the safety checks and limitations of an AI system.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Demographic Parity,The Fairness Rule: Ensuring the AI gives the exact same percentage of positive outcomes to every group of people.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Differential Privacy,The Blur: Adding mathematical noise to data so general patterns are visible but individual people remain hidden.,https://learn.microsoft.com/en-us/azure/ai-services/content-safety/concepts/glossary
Gradient Accumulation,"The Piggy Bank: Saving up small updates over time to make one big change, allowing huge models to train on small chips.",https://paperswithcode.com/methods
Mixed Precision,The Hybrid Fuel: Using lower-quality numbers (16-bit) for speed and high-quality numbers (32-bit) for accuracy at the same time.,https://paperswithcode.com/methods
Gradient Clipping,The Speed Limit: Preventing the model from changing too drastically in a single step to avoid crashing.,https://paperswithcode.com/methods
Warmup Steps,The Stretch: Starting training very slowly to let the model settle before speeding up.,https://paperswithcode.com/methods
Cosine Annealing,The Cool Down: Slowly lowering the learning speed in a wave pattern to land on the best result.,https://paperswithcode.com/methods
Weight Tying,The Mirror: Forcing two different parts of the model to use the exact same brain cells to save space.,https://paperswithcode.com/methods
Teacher Forcing,"The Training Wheels: Giving the model the correct answer during training instead of letting it guess, to help it learn faster.",https://paperswithcode.com/methods
Flash Attention,The Shortcut: A math trick that makes the 'Attention' step in Transformers run much faster with less memory.,https://huggingface.co/docs/transformers/glossary
PagedAttention,"The Memory Manager: A technique used by vLLM to organize memory efficiently, like Tetris for GPU space.",https://huggingface.co/docs/transformers/glossary
DPO (Direct Preference Optimization),The Direct Vote: Training an AI on human preferences directly without needing a separate 'judge' model.,https://huggingface.co/docs/transformers/glossary
KTO (Kahneman-Tversky Optimization),The Thumbs Up: A simpler alternative to DPO that just asks 'was this output good or bad?' instead of comparing two.,https://huggingface.co/docs/transformers/glossary
QLoRA,"The Compact Tuner: A technique that shrinks a model heavily (4-bit) and then fine-tunes it, allowing huge models to run on home PCs.",https://huggingface.co/docs/transformers/glossary
RoPE (Rotary Positional Embeddings),The Compass: A modern way of telling the model the order of words by rotating them in mathematical space.,https://huggingface.co/docs/transformers/glossary
ALiBi,The Extender: A trick that allows models to read longer documents than they were originally trained to handle.,https://huggingface.co/docs/transformers/glossary
KV Cache,The Short-Term Memory: Saving the math for previous words so the AI doesn't have to re-calculate them for every new word.,https://huggingface.co/docs/transformers/glossary
Speculative Decoding,"The Guesser: Having a small, fast model guess the next few words, and a big model just checking them (checking is faster than writing).",https://huggingface.co/docs/transformers/glossary
IoU (Intersection over Union),The Overlap Score: Measuring how perfectly a predicted box covers the actual object (used in object detection).,https://scikit-learn.org/stable/glossary.html
Dice Coefficient,"The Similarity Score: A statistic used to gauge the similarity of two samples, often used in medical image segmentation.",https://scikit-learn.org/stable/glossary.html
WER (Word Error Rate),"The Typo Counter: A standard metric for speech-to-text, counting how many words the AI heard wrong.",https://scikit-learn.org/stable/glossary.html
Explained Variance,The Insight Score: How much of the 'weirdness' in the data can be explained by your model.,https://scikit-learn.org/stable/glossary.html
Silhouette Score,The Cluster Grade: Measuring how similar an object is to its own cluster (cohesion) compared to other clusters (separation).,https://scikit-learn.org/stable/glossary.html
Elbow Method,The Sweet Spot Finder: A chart used to decide the perfect number of clusters (groups) for your data.,https://scikit-learn.org/stable/glossary.html
Model Parallelism,The Brain Split: Breaking a huge AI model into pieces and putting each piece on a different GPU.,https://www.nvidia.com/en-us/glossary/data-science/
Data Parallelism,"The Homework Split: Giving the exact same model to multiple GPUs, but giving each one a different stack of homework (data) to grade.",https://www.nvidia.com/en-us/glossary/data-science/
Pipeline Parallelism,The Assembly Line: Processing different layers of the model on different chips in a sequence.,https://www.nvidia.com/en-us/glossary/data-science/
Tensor Parallelism,The Math Split: Breaking a single giant matrix multiplication across multiple chips to do it instantly.,https://www.nvidia.com/en-us/glossary/data-science/
ZeRO (Zero Redundancy Optimizer),The Space Saver: A technique by DeepSpeed that removes duplicate data across GPUs so you can train bigger models.,https://www.nvidia.com/en-us/glossary/data-science/
Offloading,The Overflow: Moving data from the fast GPU memory to the slower CPU memory when the GPU gets full.,https://www.nvidia.com/en-us/glossary/data-science/
NvLink,The Super Bridge: A physical cable that lets NVIDIA GPUs talk to each other incredibly fast.,https://www.nvidia.com/en-us/glossary/data-science/
Infiniband,The Super Highway: A specialized network cable used in supercomputers to connect thousands of servers.,https://www.nvidia.com/en-us/glossary/data-science/
FP8,The Low-Res Math: Using extremely simplified numbers (8-bit) to do AI math twice as fast as usual.,https://www.nvidia.com/en-us/glossary/data-science/
HBM (High Bandwidth Memory),The Firehose: Specialized memory on GPUs that can move data much faster than standard computer RAM.,https://www.nvidia.com/en-us/glossary/data-science/
Swin Transformer,"The Window Watcher: A vision model that looks at images in shifting windows, making it great at seeing details.",https://paperswithcode.com/methods
DETR (Detection Transformer),The Object Spotter: A model that uses the Transformer architecture (usually for text) to find objects in images.,https://paperswithcode.com/methods
SAM (Segment Anything Model),The Magic Scissors: A model by Meta that can cut out any object from an image with a single click.,https://paperswithcode.com/methods
IP-Adapter,The Image Prompter: A tool that lets you use an image as a prompt instead of words.,https://paperswithcode.com/methods
LCM (Latent Consistency Model),The Speed Painter: A version of Stable Diffusion that generates images in 4 steps instead of 20.,https://paperswithcode.com/methods
Video Diffusion,The Movie Maker: Applying diffusion techniques to generate consistent frames of video over time.,https://paperswithcode.com/methods
NeRF,The 3D Scanner: Using AI to figure out what a 3D object looks like from a few 2D photos.,https://paperswithcode.com/methods
LPU (Language Processing Unit),The Fast Chip: A new type of chip by Groq designed specifically to run LLMs instantly.,https://cloud.google.com/tpu
Trainium,The AWS Trainer: A custom chip built by Amazon specifically for training AI models cheaply.,https://cloud.google.com/tpu
Inferentia,The AWS Runner: Amazon's custom chip designed just to run (infer) models at low cost.,https://cloud.google.com/tpu
Gaudi,The Intel Chip: Intel's specialized AI processor designed to compete with NVIDIA.,https://cloud.google.com/tpu
TPU v5p,"The Google Pod: The latest, most powerful version of Google's Tensor Processing Unit.",https://cloud.google.com/tpu
Neuromorphic Chip,The Brain Chip: A computer chip physically built to mimic biological neurons and synapses (like Intel Loihi).,https://cloud.google.com/tpu
Wafer Scale Engine,The Giant Chip: A chip the size of a dinner plate (by Cerebras) that holds an entire supercomputer on one piece of silicon.,https://cloud.google.com/tpu
Optical Computing,The Light Speed: Using light (photons) instead of electricity to do AI math for higher speed and lower heat.,https://cloud.google.com/tpu
Quantum Supremacy,The Quantum Win: The point where a quantum computer solves a problem that a classical supercomputer cannot.,https://cloud.google.com/tpu
Memory Bandwidth,The Firehose: The speed at which data can be moved from the RAM to the processor. AI needs this more than raw speed.,https://cloud.google.com/tpu
AlphaFold 3,"The Molecule Mapper: The latest AI that predicts the structure of proteins, DNA, and RNA.",https://www.deepmind.com/research
RoseTTAFold,The Protein Folder: An open-source alternative to AlphaFold developed by the University of Washington.,https://www.deepmind.com/research
Drug Discovery,The Medicine Hunter: Using AI to simulate how billions of chemicals interact with a virus to find a cure.,https://www.deepmind.com/research
Genomic Sequencing,The DNA Reader: Using AI to read and interpret the genetic code of a human or virus.,https://www.deepmind.com/research
Radiomics,"The X-Ray Decoder: Extracting invisible data features from medical scans (CT, MRI) using AI.",https://www.deepmind.com/research
Computer Aided Diagnosis (CAD),The Second Opinion: AI systems that highlight suspicious areas in medical scans for doctors to check.,https://www.deepmind.com/research
Federated Learning (Medical),The Private Study: Training an AI on patient data across different hospitals without the data ever leaving the hospital.,https://www.deepmind.com/research
Electronic Health Record (EHR),"The Digital Chart: The digital version of a patient's paper chart, analyzed by AI for trends.",https://www.deepmind.com/research
Polars,The Fast Pandas: A new data library that is much faster than Pandas for massive datasets.,https://pypi.org/
Dask,The Parallel Pandas: A tool that lets you run Pandas code across many computers at once.,https://pypi.org/
Ray,The Scaler: A framework for scaling Python AI apps from one laptop to a massive cluster.,https://pypi.org/
JAX,The Fast Math: A Google library that is like NumPy but runs on GPUs and is used for high-performance research.,https://pypi.org/
Flax,"The Flexible Net: A neural network library built on top of JAX, popular for research.",https://pypi.org/
Optuna,The Auto-Tuner: A library that automatically tests thousands of settings to find the best hyperparameters.,https://pypi.org/
PyBullet,The Robot Sim: A physics engine used to train robots in a virtual world.,https://pypi.org/
Gymnasium,The Training Ground: The standard library for Reinforcement Learning environments (formerly OpenAI Gym).,https://pypi.org/
BeautifulSoup,The Web Scraper: A library used to pull data out of HTML and XML files.,https://pypi.org/
Selenium,"The Browser Bot: A tool that automates web browsers, used to scrape dynamic websites.",https://pypi.org/
Inception Score (IS),The Variety Score: A metric for GANs that checks if the generated images look real and diverse.,https://paperswithcode.com/metrics
FID (Fréchet Inception Distance),The Realism Score: The standard way to measure how close generated images are to real images. Lower is better.,https://paperswithcode.com/metrics
CIDEr,The Caption Grader: A metric used to judge how well an AI described an image compared to a human description.,https://paperswithcode.com/metrics
METEOR,"The Translation Judge: A metric for machine translation that understands synonyms (e.g., 'fast' = 'quick').",https://paperswithcode.com/metrics
TER (Translation Edit Rate),The Correction Count: Measuring how many edits a human needs to make to fix the AI's translation.,https://paperswithcode.com/metrics
Exact Match (EM),The Perfect Score: A metric where the answer is counted as correct only if it is character-for-character identical.,https://paperswithcode.com/metrics
GDPR,The Privacy Law: Europe's strict law on how personal data can be collected and used.,https://artificialintelligenceact.eu/
Right to Explanation,The Transparency Rule: The legal right for a user to ask *why* an AI made a specific decision about them.,https://artificialintelligenceact.eu/
Copyright Shield,The Legal Armor: A promise by companies (like Microsoft) to pay your legal fees if you get sued for using their AI.,https://artificialintelligenceact.eu/
Fair Use,The Copy Exception: A legal doctrine allowing limited use of copyrighted material without permission (a big debate in AI training).,https://artificialintelligenceact.eu/
Deepfake Pornography,"The Illegal Image: Non-consensual sexual imagery created by AI, now illegal in many places.",https://artificialintelligenceact.eu/
Social Scoring,"The Citizen Grade: Using AI to rate citizens based on behavior, banned in the EU AI Act.",https://artificialintelligenceact.eu/
Biometric Surveillance,"The Face Tracker: Using AI to track people in public spaces using facial recognition, heavily restricted.",https://artificialintelligenceact.eu/
GPT-3.5 Turbo,"The Workhorse: The fast, cheap model that powers the free version of ChatGPT.",https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Claude Instant,"The Fast Assistant: Anthropic's cheaper, faster model for simple tasks.",https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Llama-2-70b,The Heavyweight: The largest version of Meta's previous generation open-source model.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Mistral 7B,The Little Giant: A small model that outperforms much larger models thanks to smart training.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Stable Video Diffusion,The Movie Maker: Stability AI's model for generating short video clips from images.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Codex,The Coder: The OpenAI model specifically trained on code that powers GitHub Copilot.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
DeepDream,The Hallucination Art: An early computer vision program by Google that made psychedelic art by over-interpreting patterns.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
Tay,The Failed Chatbot: Microsoft's 2016 chatbot that learned bad behavior from Twitter users and was shut down in 24 hours.,https://en.wikipedia.org/wiki/Timeline_of_artificial_intelligence
SVD (Singular Value Decomposition),The Matrix Splitter: A math method used to simplify data and build recommendation systems.,https://www.coursera.org/specializations/mathematics-machine-learning
Matrix Factorization,The Recommender: Breaking a grid of users and ratings into smaller pieces to predict what movies you'll like.,https://www.coursera.org/specializations/mathematics-machine-learning
Cold Start Problem,The Newbie Issue: The difficulty of recommending things to a new user who hasn't clicked on anything yet.,https://www.coursera.org/specializations/mathematics-machine-learning
Manifold Hypothesis,The Shape Theory: The idea that high-dimensional data (like images) actually lies on a simple low-dimensional shape.,https://www.coursera.org/specializations/mathematics-machine-learning
Independent and Identically Distributed (IID),The Random Rule: The assumption that every data point is random and doesn't depend on the previous one.,https://www.coursera.org/specializations/mathematics-machine-learning
Monte Carlo Simulation,The Random Roll: Running a simulation thousands of times with random numbers to predict an outcome.,https://www.coursera.org/specializations/mathematics-machine-learning
Hinge Loss,The Margin Error: A loss function used specifically for SVMs (Support Vector Machines).,https://www.coursera.org/specializations/mathematics-machine-learning
Kullback-Leibler Divergence (KL),The Difference Score: Measuring how much one probability distribution differs from another.,https://www.coursera.org/specializations/mathematics-machine-learning
JSONL,"The Line Data: A text file where every line is a separate JSON object, perfect for streaming massive AI datasets.",https://parquet.apache.org/
Parquet,The Column File: A highly efficient storage format that is faster and smaller than CSV for big data.,https://parquet.apache.org/
Avro,The Row File: A data serialization system used in big data pipelines.,https://parquet.apache.org/
TFRecord,The Google Format: A binary file format used by TensorFlow to train models efficiently.,https://parquet.apache.org/
HDF5,The Science File: A file format designed to store and organize large amounts of scientific data.,https://parquet.apache.org/
